0.999017 0.0655272
0.999017 0.0655893
0.999016 0.0656513
0.999016 0.0657133
0.999016 0.0657752
0.999016 0.065837
0.999016 0.0658988
0.999016 0.0659604
0.999016 0.066022
0.999016 0.0660836
0.999016 0.066145
0.999016 0.0662064
0.999016 0.0662678
0.999016 0.066329
0.999015 0.0663902
0.999015 0.0664513
0.999015 0.0665124
0.999015 0.0665733
0.999015 0.0666342
0.999015 0.0666951
0.999015 0.0667559
0.999015 0.0668166
0.999015 0.0668772
0.999014 0.0669377
0.999014 0.0669982
0.999014 0.0670587
0.999014 0.067119
0.999014 0.0671793
0.999014 0.0672395
0.999014 0.0672997
0.999013 0.0673598
0.999013 0.0674198
0.999013 0.0674797
0.999013 0.0675396
0.999013 0.0675994
0.999013 0.0676592
0.999013 0.0677188
0.999013 0.0677784
0.999012 0.067838
0.999012 0.0678975
0.999012 0.0679569
0.999012 0.0680162
0.999012 0.0680755
0.999012 0.0681347
0.999011 0.0681939
0.999011 0.0682529
0.999011 0.068312
0.999011 0.0683709
0.999011 0.0684298
0.999011 0.0684886
0.99901 0.0685474
0.99901 0.0686061
0.99901 0.0686647
0.99901 0.0687232
0.99901 0.0687817
0.99901 0.0688402
0.999009 0.0688985
0.999009 0.0689568
0.999009 0.0690151
0.999009 0.0690732
0.999009 0.0691313
0.999009 0.0691894
0.999008 0.0692474
0.999008 0.0693053
0.999008 0.0693631
0.999008 0.0694209
0.999008 0.0694787
0.999007 0.0695363
0.999007 0.0695939
0.999007 0.0696515
0.999007 0.0697089
0.999007 0.0697663
0.999006 0.0698237
0.999006 0.069881
0.999006 0.0699382
0.999006 0.0699954
0.999006 0.0700525
0.999006 0.0701095
0.999005 0.0701665
0.999005 0.0702234
0.999005 0.0702803
0.999005 0.0703371
0.999005 0.0703938
0.999004 0.0704505
0.999004 0.0705071
0.999004 0.0705636
0.999004 0.0706201
0.999003 0.0706766
0.999003 0.0707329
0.999003 0.0707892
0.999003 0.0708455
0.999003 0.0709017
0.999002 0.0709578
0.999002 0.0710139
0.999002 0.0710699
0.999002 0.0711258
0.999002 0.0711817
0.999001 0.0712376
0.999001 0.0712933
0.999001 0.0713491
0.999001 0.0714047
0.999 0.0714603
0.999 0.0715158
0.999 0.0715713
0.999 0.0716267
0.999 0.0716821
0.998999 0.0717374
0.998999 0.0717927
0.998999 0.0718478
0.998999 0.071903
0.998998 0.071958
0.998998 0.0720131
0.998998 0.072068
0.998998 0.0721229
0.998998 0.0721778
0.998997 0.0722326
0.998997 0.0722873
0.998997 0.072342
0.998997 0.0723966
0.998996 0.0724511
0.998996 0.0725056
0.998996 0.0725601
0.998996 0.0726145
0.998995 0.0726688
0.998995 0.0727231
0.998995 0.0727773
0.998995 0.0728315
0.998994 0.0728856
0.998994 0.0729396
0.998994 0.0729936
0.998994 0.0730476
0.998994 0.0731015
0.998993 0.0731553
0.998993 0.0732091
0.998993 0.0732628
0.998993 0.0733165
0.998992 0.0733701
0.998992 0.0734237
0.998992 0.0734772
0.998992 0.0735306
0.998991 0.073584
0.998991 0.0736374
0.998991 0.0736907
0.998991 0.0737439
0.99899 0.0737971
0.99899 0.0738502
0.99899 0.0739033
0.99899 0.0739563
0.998989 0.0740093
0.998989 0.0740622
0.998989 0.0741151
0.998989 0.0741679
0.998988 0.0742207
0.998988 0.0742734
0.998988 0.074326
0.998988 0.0743786
0.998987 0.0744312
0.998987 0.0744837
0.998987 0.0745361
0.998987 0.0745885
0.998986 0.0746409
0.998986 0.0746932
0.998986 0.0747454
0.998986 0.0747976
0.998985 0.0748497
0.998985 0.0749018
0.998985 0.0749538
0.998985 0.0750058
0.998984 0.0750578
0.998984 0.0751096
0.998984 0.0751615
0.998984 0.0752132
0.998983 0.075265
0.998983 0.0753167
0.998983 0.0753683
0.998983 0.0754199
0.998982 0.0754714
0.998982 0.0755229
0.998982 0.0755743
0.998981 0.0756257
0.998981 0.075677
0.998981 0.0757283
0.998981 0.0757795
0.99898 0.0758307
0.99898 0.0758818
0.99898 0.0759329
0.99898 0.075984
0.998979 0.076035
0.998979 0.0760859
0.998979 0.0761368
0.998979 0.0761876
0.998978 0.0762384
0.998978 0.0762892
0.998978 0.0763399
0.998978 0.0763905
0.998977 0.0764411
0.998977 0.0764917
0.998977 0.0765422
0.998977 0.0765926
0.998976 0.076643
0.998976 0.0766934
0.998976 0.0767437
0.998975 0.076794
0.998975 0.0768442
0.998975 0.0768944
0.998975 0.0769445
0.998974 0.0769946
0.998974 0.0770446
0.998974 0.0770946
0.998974 0.0771445
0.998973 0.0771944
0.998973 0.0772443
0.998973 0.0772941
0.998973 0.0773438
0.998972 0.0773936
0.998972 0.0774432
0.998972 0.0774928
0.998971 0.0775424
0.998971 0.0775919
0.998971 0.0776414
0.998971 0.0776909
0.99897 0.0777402
0.99897 0.0777896
0.99897 0.0778389
0.99897 0.0778882
0.998969 0.0779374
0.998969 0.0779865
0.998969 0.0780357
0.998969 0.0780847
0.998968 0.0781338
0.998968 0.0781828
0.998968 0.0782317
0.998967 0.0782806
0.998967 0.0783295
0.998967 0.0783783
0.998967 0.078427
0.998966 0.0784758
0.998966 0.0785244
0.998966 0.0785731
0.998966 0.0786217
0.998965 0.0786702
0.998965 0.0787187
0.998965 0.0787672
0.998965 0.0788156
0.998964 0.078864
0.998964 0.0789123
0.998964 0.0789606
0.998963 0.0790089
0.998963 0.0790571
0.998963 0.0791053
0.998963 0.0791534
0.998962 0.0792015
0.998962 0.0792495
0.998962 0.0792975
0.998962 0.0793455
0.998961 0.0793934
0.998961 0.0794413
0.998961 0.0794891
0.99896 0.0795369
0.99896 0.0795846
0.99896 0.0796323
0.99896 0.07968
0.998959 0.0797276
0.998959 0.0797752
0.998959 0.0798227
0.998959 0.0798702
0.998958 0.0799177
0.998958 0.0799651
0.998958 0.0800125
0.998958 0.0800598
0.998957 0.0801071
0.998957 0.0801544
0.998957 0.0802016
0.998956 0.0802488
0.998956 0.0802959
0.998956 0.080343
0.998956 0.0803901
0.998955 0.0804371
0.998955 0.0804841
0.998955 0.080531
0.998955 0.0805779
0.998954 0.0806248
0.998954 0.0806716
0.998954 0.0807184
0.998953 0.0807651
0.998953 0.0808118
0.998953 0.0808585
0.998953 0.0809051
0.998952 0.0809517
0.998952 0.0809983
0.998952 0.0810448
0.998952 0.0810912
0.998951 0.0811377
0.998951 0.0811841
0.998951 0.0812304
0.99895 0.0812768
0.99895 0.081323
0.99895 0.0813693
0.99895 0.0814155
0.998949 0.0814617
0.998949 0.0815078
0.998949 0.0815539
0.998949 0.0815999
0.998948 0.0816459
0.998948 0.0816919
0.998948 0.0817379
0.998948 0.0817838
0.998947 0.0818296
0.998947 0.0818755
0.998947 0.0819213
0.998946 0.081967
0.998946 0.0820127
0.998946 0.0820584
0.998946 0.0821041
0.998945 0.0821497
0.998945 0.0821953
0.998945 0.0822408
0.998945 0.0822863
0.998944 0.0823318
0.998944 0.0823772
0.998944 0.0824226
0.998943 0.082468
0.998943 0.0825133
0.998943 0.0825586
0.998943 0.0826038
0.998942 0.082649
0.998942 0.0826942
0.998942 0.0827394
0.998942 0.0827845
0.998941 0.0828296
0.998941 0.0828746
0.998941 0.0829196
0.998941 0.0829646
0.99894 0.0830095
0.99894 0.0830544
0.99894 0.0830993
0.998939 0.0831441
0.998939 0.0831889
0.998939 0.0832337
0.998939 0.0832784
0.998938 0.0833231
0.998938 0.0833678
0.998938 0.0834124
0.998938 0.083457
0.998937 0.0835016
0.998937 0.0835461
0.998937 0.0835906
0.998937 0.083635
0.998936 0.0836795
0.998936 0.0837238
0.998936 0.0837682
0.998935 0.0838125
0.998935 0.0838568
0.998935 0.0839011
0.998935 0.0839453
0.998934 0.0839895
0.998934 0.0840337
0.998934 0.0840778
0.998934 0.0841219
0.998933 0.0841659
0.998933 0.08421
0.998933 0.084254
0.998933 0.0842979
0.998932 0.0843419
0.998932 0.0843858
0.998932 0.0844296
0.998931 0.0844735
0.998931 0.0845173
0.998931 0.084561
0.998931 0.0846048
0.99893 0.0846485
0.99893 0.0846922
0.99893 0.0847358
0.99893 0.0847794
0.998929 0.084823
0.998929 0.0848666
0.998929 0.0849101
0.998929 0.0849536
0.998928 0.084997
0.998928 0.0850404
0.998928 0.0850838
0.998927 0.0851272
0.998927 0.0851705
0.998927 0.0852138
0.998927 0.0852571
0.998926 0.0853004
0.998926 0.0853436
0.998926 0.0853867
0.998926 0.0854299
0.998925 0.085473
0.998925 0.0855161
0.998925 0.0855592
0.998925 0.0856022
0.998924 0.0856452
0.998924 0.0856882
0.998924 0.0857311
0.998924 0.085774
0.998923 0.0858169
0.998923 0.0858597
0.998923 0.0859026
0.998922 0.0859454
0.998922 0.0859881
0.998922 0.0860309
0.998922 0.0860736
0.998921 0.0861162
0.998921 0.0861589
0.998921 0.0862015
0.998921 0.0862441
0.99892 0.0862866
0.99892 0.0863292
0.99892 0.0863717
0.99892 0.0864141
0.998919 0.0864566
0.998919 0.086499
0.998919 0.0865414
0.998919 0.0865838
0.998918 0.0866261
0.998918 0.0866684
0.998918 0.0867107
0.998917 0.0867529
0.998917 0.0867951
0.998917 0.0868373
0.998917 0.0868795
