0.998479 0.994007 0.988332 0.982176 0.975736 0.969093 0.962294 0.955365 0.948324 0.941183 0.933951 0.926635 0.919241 0.911771 0.90423 0.896617 0.888936 0.881187 0.87337 0.865485 0.857531 0.849507 0.841412 0.833243 0.824999 0.816676 0.808271 0.799779 0.791196 0.782516 0 0 0 0 0 0 0 0
0 0.989694 0.970541 0.940468 0.893804 0.833907 0.771401 0.709198 0.64763 0.586738 0.526561 0.46717 0.408691 0.351338 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

